id,identifier,type_id1,type_id2,evolvesFromID,evolutionChainID,description
334,altaria,dragon,flying,333,168,Altaria sings in a gorgeous soprano. Its wings are like cotton clouds. This Pokémon catches updrafts with its buoyant wings and soars way up into the wild blue yonder.
335,zangoose,normal,none,0,169,Zangoose usually stays on all fours&#44; but when angered&#44; it gets up on its hind legs and extends its claws. This Pokémon shares a bitter rivalry with Seviper that dates back over generations.
336,seviper,poison,none,0,170,Seviper’s swordlike tail serves two purposes—it slashes foes and douses them with secreted poison. This Pokémon will not give up its long-running blood feud with Zangoose.
337,lunatone,rock,psychic,0,171,Lunatone becomes active around the time of the full moon. Instead of walking&#44; it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear.
338,solrock,rock,psychic,0,172,Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.
339,barboach,water,ground,0,173,Barboach’s body is covered with a slimy film. If a foe grabs it&#44; this Pokémon just slips out of the enemy’s grip. This Pokémon grows weak if the slimy coating dries up.
340,whiscash,water,ground,339,173,If Whiscash goes on a wild rampage&#44; it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes.
341,corphish,water,none,0,174,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.
342,crawdaunt,water,dark,341,174,Crawdaunt molts (sheds) its shell regularly. Immediately after molting&#44; its shell is soft and tender. Until the shell hardens&#44; this Pokémon hides in its streambed burrow to avoid attack from its foes.
343,baltoy,ground,psychic,0,175,As soon as it spots others of its kind&#44; Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot.
344,claydol,ground,psychic,343,175,Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20&#44;000 years. This Pokémon shoots beams from both its hands.
345,lileep,rock,grass,0,176,Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch&#44; this Pokémon intently scans for prey with its two eyes.
346,cradily,rock,grass,345,176,Cradily’s body serves as an anchor&#44; preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles.
347,anorith,rock,bug,0,177,Anorith is said to be a type of Pokémon predecessor&#44; with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings.
348,armaldo,rock,bug,347,177,Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs&#44; which would have been more convenient for life on land.
349,feebas,water,none,0,178,While Feebas’s body is in tatters&#44; it has a hardy and tenacious life force that enables it to live anywhere. However&#44; this Pokémon is also slow and dimwitted&#44; making it an easy catch.
350,milotic,water,none,349,178,Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink&#44; it releases a pulsing wave of energy that brings soothing calm to troubled hearts.
351,castform,normal,none,0,179,Castform borrows the power of nature to transform itself into the guises of the sun&#44; rain&#44; and snow-clouds. This Pokémon’s feelings change with the weather.
352,kecleon,normal,none,0,180,Kecleon alters its body coloration to blend in with its surroundings&#44; allowing it to sneak up on its prey unnoticed. Then it lashes out with its long&#44; stretchy tongue to instantly ensnare the unsuspecting target.
353,shuppet,ghost,none,0,181,Shuppet grows by feeding on dark emotions&#44; such as vengefulness and envy&#44; in the hearts of people. It roams through cities in search of grudges that taint people.
354,banette,ghost,none,353,181,A cursed energy permeated the stuffing of a discarded and forgotten plush doll&#44; giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.
355,duskull,ghost,none,0,182,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.
356,dusclops,ghost,none,355,182,Dusclops absorbs anything&#44; however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding.
357,tropius,grass,flying,0,183,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.
358,chimecho,psychic,none,433,184,In high winds&#44; Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.
359,absol,dark,none,0,185,Absol has the ability to foretell the coming of natural disasters. It lives in a harsh&#44; rugged mountain environment. This Pokémon very rarely ventures down from the mountains.
360,wynaut,psychic,none,0,100,Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed&#44; this Pokémon gains endurance and is trained to dole out powerful counterattacks.
361,snorunt,ice,none,0,186,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.
362,glalie,ice,none,361,186,Glalie has the ability to freely control ice. For example&#44; it can instantly freeze its prey solid. After immobilizing its prey in ice&#44; this Pokémon enjoys eating it in leisurely fashion.
363,spheal,ice,water,0,187,Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives&#44; this Pokémon can be seen rolling about on ice and crossing the sea.
364,sealeo,ice,water,363,187,Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something&#44; it checks the object’s aroma and texture to determine whether it likes the object or not.
365,walrein,ice,water,364,187,Walrein swims all over in frigid seawater while crushing icebergs with its grand&#44; imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.
366,clamperl,water,none,0,188,Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell&#44; it is sure evidence that this Pokémon is getting close to evolution.
367,huntail,water,none,366,188,Huntail’s tail is shaped like a fish. It uses the tail to attract prey&#44; then swallows the prey whole with its large&#44; gaping mouth. This Pokémon swims by wiggling its slender body like a snake.
368,gorebyss,water,none,366,188,Although Gorebyss is the very picture of elegance and beauty while swimming&#44; it is also cruel. When it spots prey&#44; this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids.
369,relicanth,water,rock,0,189,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.
370,luvdisc,water,none,0,190,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.
371,bagon,dragon,none,0,191,Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly&#44; this Pokémon slams its hard head against huge rocks and shatters them into pebbles.
372,shelgon,dragon,none,371,191,Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution&#44; this Pokémon hides away in a cavern.
373,salamence,dragon,flying,372,191,By evolving into Salamence&#44; this Pokémon finally realizes its long-held dream of growing wings. To express its joy&#44; it flies and wheels all over the sky while spouting flames from its mouth.
374,beldum,steel,psychic,0,192,Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps&#44; this Pokémon anchors itself to a cliff using the hooks on its rear.
375,metang,steel,psychic,374,192,When two Beldum fuse together&#44; Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.
376,metagross,steel,psychic,375,192,Metagross is the result of two Metang achieving fusion. When hunting&#44; this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.
377,regirock,rock,none,0,193,Regirock’s body is composed entirely of rocks. Recently&#44; a study made the startling discovery that the rocks were all unearthed from different locations.
378,regice,ice,none,0,194,Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold&#44; it will not melt even if it is immersed in magma.
379,registeel,steel,none,0,195,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.
380,latias,dragon,psychic,0,196,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.
381,latios,dragon,psychic,0,197,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.
382,kyogre,water,none,0,198,Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon&#44; as each sought to gain the power of nature.
383,groudon,ground,none,0,199,Through Primal Reversion and with nature’s full power&#44; it will take back its true form. It can cause magma to erupt and expand the landmass of the world.
384,rayquaza,dragon,flying,0,200,It flies forever through the ozone layer&#44; consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.
385,jirachi,steel,psychic,0,201,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.
386,deoxys-normal,psychic,none,0,202,Deoxys emerged from a virus that came from space. It is highly intelligent and wields psychokinetic powers. This Pokémon shoots lasers from the crystalline organ on its chest.
387,turtwig,grass,none,0,203,It undertakes photosynthesis with its body&#44; making oxygen. The leaf on its head wilts if it is thirsty.
388,grotle,grass,none,387,203,It knows where pure water wells up. It carries fellow Pokémon there on its back.
389,torterra,grass,ground,388,203,Small Pokémon occasionally gather on its unmoving back to begin building their nests.
390,chimchar,fire,none,0,204,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.
391,monferno,fire,fighting,390,204,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.
392,infernape,fire,fighting,391,204,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.
393,piplup,water,none,0,205,Because it is very proud&#44; it hates accepting food from people. Its thick down guards it from cold.
394,prinplup,water,none,393,205,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.
395,empoleon,water,steel,394,205,The three horns that extend from its beak attest to its power. The leader has the biggest horns.
396,starly,normal,flying,0,206,They flock around mountains and fields&#44; chasing after bug Pokémon. Their singing is noisy and annoying.
397,staravia,normal,flying,396,206,It lives in forests and fields. Squabbles over territory occur when flocks collide.
398,staraptor,normal,flying,397,206,When Staravia evolve into Staraptor&#44; they leave the flock to live alone. They have sturdy wings.
399,bidoof,normal,none,0,207,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.
400,bibarel,normal,water,399,207,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.
401,kricketot,bug,none,0,208,When its antennae hit each other&#44; it sounds like the music of a xylophone.
402,kricketune,bug,none,401,208,It signals its emotions with its melodies. Scientists are studying these melodic patterns.
403,shinx,electric,none,0,209,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
404,luxio,electric,none,403,209,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
405,luxray,electric,none,404,209,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.
406,budew,grass,poison,0,158,Over the winter&#44; it closes its bud and endures the cold. In spring&#44; the bud opens and releases pollen.
407,roserade,grass,poison,315,158,With the movements of a dancer&#44; it strikes with whips that are densely lined with poison thorns.
408,cranidos,rock,none,0,211,A lifelong jungle dweller from 100 million years ago&#44; it would snap obstructing trees with headbutts.
409,rampardos,rock,none,408,211,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.
410,shieldon,rock,steel,0,212,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.
411,bastiodon,rock,steel,410,212,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.
412,burmy,bug,none,0,213,If its cloak is broken in battle&#44; it quickly remakes the cloak with materials nearby.
413,wormadam-plant,bug,grass,412,213,When Burmy evolved&#44; its cloak became a part of this Pokémon’s body. The cloak is never shed.
414,mothim,bug,flying,412,213,It flutters around at night and steals honey from the Combee hive.
415,combee,bug,flying,0,214,It collects and delivers honey to its colony. At night&#44; they cluster to form a beehive and sleep.
416,vespiquen,bug,flying,415,214,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.
417,pachirisu,electric,none,0,215,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.
418,buizel,water,none,0,216,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.
419,floatzel,water,none,418,216,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.
420,cherubi,grass,none,0,217,It evolves by sucking the energy out of the small ball where it had been storing nutrients.
421,cherrim,grass,none,420,217,If it senses strong sunlight&#44; it opens its folded petals to absorb the sun’s rays with its whole body.
422,shellos,water,none,0,218,Its shape and coloration vary&#44; depending on its habitat.
423,gastrodon,water,ground,422,218,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.
424,ambipom,normal,none,190,93,To eat&#44; it deftly shucks nuts with its two tails. It rarely uses its arms now.
425,drifloon,ghost,flying,0,219,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.
426,drifblim,ghost,flying,425,219,It’s drowsy in daytime&#44; but flies off in the evening in big groups. No one knows where they go.
427,buneary,normal,none,0,220,When it senses danger&#44; it perks up its ears. On cold nights&#44; it sleeps with its head tucked into its fur.
428,lopunny,normal,none,427,220,The ears appear to be delicate. If they are touched roughly&#44; it kicks with its graceful legs.
429,mismagius,ghost,none,200,98,Its cries sound like incantations to torment the foe. It appears where you least expect it.
430,honchkrow,dark,flying,198,97,Becoming active at night&#44; it is known to swarm with numerous Murkrow in tow.
431,glameow,normal,none,0,221,When it’s happy&#44; Glameow demonstrates beautiful movements of its tail&#44; like a dancing ribbon.
432,purugly,normal,none,431,221,To make itself appear intimidatingly beefy&#44; it tightly cinches its waist with its twin tails.
433,chingling,psychic,none,0,184,There is an orb inside its mouth. When it hops&#44; the orb bounces all over and makes a ringing sound.
434,stunky,poison,dark,0,223,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
435,skuntank,poison,dark,434,223,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.
436,bronzor,steel,psychic,0,224,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.
437,bronzong,steel,psychic,436,224,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.
438,bonsly,rock,none,0,91,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.
439,mime-jr,psychic,fairy,0,57,It habitually mimics foes. Once mimicked&#44; the foe cannot take its eyes off this Pokémon.
440,happiny,normal,none,0,51,It carefully carries a round&#44; white rock that it thinks is an egg. It’s bothered by how curly its hair looks.
441,chatot,normal,flying,0,228,It can learn and speak human words. If they gather&#44; they all learn the same saying.
442,spiritomb,ghost,dark,0,229,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
443,gible,dragon,ground,0,230,It nests in small&#44; horizontal holes in cave walls. It pounces to catch prey that stray too close.
444,gabite,dragon,ground,443,230,As it digs to expand its nest&#44; it habitually digs up gems that it then hoards in its nest.
445,garchomp,dragon,ground,444,230,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.
446,munchlax,normal,none,0,72,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.
447,riolu,fighting,none,0,232,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
448,lucario,fighting,steel,447,232,By reading the auras of all things&#44; it can tell how others are feeling from over half a mile away.
449,hippopotas,ground,none,0,233,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
450,hippowdon,ground,none,449,233,It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,skorupi,poison,bug,0,234,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.
452,drapion,poison,dark,451,234,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
453,croagunk,poison,fighting,0,235,Inflating its poison sacs&#44; it fills the area with an odd sound and hits flinching opponents with a poison jab.
454,toxicroak,poison,fighting,453,235,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
455,carnivine,grass,none,0,236,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.
456,finneon,water,none,0,237,After long exposure to sunlight&#44; the patterns on its tail fins shine vividly when darkness arrives.
457,lumineon,water,none,456,237,To avoid detection by predators&#44; it crawls along the seafloor using the two fins on its chest.
458,mantyke,water,flying,0,116,When it swims close to the surface of the ocean&#44; people aboard ships are able to observe the pattern on its back.
459,snover,grass,ice,0,239,In the spring&#44; it grows berries with the texture of frozen treats around its belly.
460,abomasnow,grass,ice,459,239,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.
461,weavile,dark,ice,215,109,They live in cold regions&#44; forming groups of four or five that hunt prey with impressive coordination.
462,magnezone,electric,steel,82,34,It evolved from exposure to a special magnetic field. Three units generate magnetism.
463,lickilicky,normal,none,108,48,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.
464,rhyperior,ground,rock,112,50,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.
465,tangrowth,grass,none,114,52,Its vines grow so profusely that&#44; in the warm season&#44; you can’t even see its eyes.
466,electivire,electric,none,125,60,It pushes the tips of its two tails against the foe&#44; then lets loose with over 20&#44;000 volts of power.
467,magmortar,fire,none,126,61,It blasts fireballs of over 3&#44;600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.
468,togekiss,fairy,flying,176,87,It shares many blessings with people who respect one another’s rights and avoid needless strife.
469,yanmega,bug,flying,193,95,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.
470,leafeon,grass,none,133,67,Just like a plant&#44; it uses photosynthesis. As a result&#44; it is always enveloped in clear air.
471,glaceon,ice,none,133,67,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.
472,gliscor,ground,flying,207,104,Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.
473,mamoswine,ice,ground,221,112,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
474,porygon-z,normal,none,233,68,Its programming was modified to enable it to travel through alien dimensions. Seems there might have been an error...
475,gallade,psychic,fighting,281,140,A master of courtesy and swordsmanship&#44; it fights using extending swords on its elbows.
476,probopass,rock,steel,299,147,It freely controls three small units called Mini-Noses using magnetic force.
477,dusknoir,ghost,none,356,182,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
478,froslass,ice,ghost,361,186,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.
479,rotom,electric,ghost,0,240,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
480,uxie,psychic,none,0,241,It is said that its emergence gave humans the intelligence to improve their quality of life.
481,mesprit,psychic,none,0,242,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.
482,azelf,psychic,none,0,243,It is thought that Uxie&#44; Mesprit&#44; and Azelf all came from the same egg.
483,dialga,steel,dragon,0,244,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
484,palkia,water,dragon,0,245,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.
485,heatran,fire,steel,0,246,Boiling blood&#44; like magma&#44; circulates through its body. It makes its dwelling place in volcanic caves.
486,regigigas,normal,none,0,247,There is an enduring legend that states this Pokémon towed continents with ropes.
487,giratina-altered,ghost,dragon,0,248,It was banished for its violence. It silently gazed upon the old world from the Distortion World.
488,cresselia,psychic,none,0,249,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.
489,phione,water,none,0,250,It drifts in warm seas. It always returns to where it was born&#44; no matter how far it may have drifted.
490,manaphy,water,none,0,250,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.
491,darkrai,dark,none,0,252,It can lull people to sleep and make them dream. It is active during nights of the new moon.
492,shaymin-land,grass,none,0,253,The blooming of Gracidea flowers confers the power of flight upon it. Feelings of gratitude are the message it delivers.
493,arceus,normal,none,0,254,It is told in mythology that this Pokémon was born before the universe even existed.
494,victini,psychic,fire,0,255,When it shares the infinite energy it creates&#44; that being’s entire body will be overflowing with power.
495,snivy,grass,none,0,256,They photosynthesize by bathing their tails in sunlight. When they are not feeling well&#44; their tails droop.
496,servine,grass,none,495,256,When it gets dirty&#44; its leaves can’t be used in photosynthesis&#44; so it always keeps itself clean.
497,serperior,grass,none,496,256,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.
498,tepig,fire,none,0,257,It loves to eat roasted berries&#44; but sometimes it gets too excited and burns them to a crisp.
499,pignite,fire,fighting,498,257,When its internal fire flares up&#44; its movements grow sharper and faster. When in trouble&#44; it emits smoke.
500,emboar,fire,fighting,499,257,It has mastered fast and powerful fighting moves. It grows a beard of fire.
501,oshawott,water,none,0,258,It fights using the scalchop on its stomach. In response to an attack&#44; it retaliates immediately by slashing.
502,dewott,water,none,501,258,As a result of strict training&#44; each Dewott learns different forms for using the scalchops.
503,samurott,water,none,502,258,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504,patrat,normal,none,0,259,Extremely cautious&#44; one of them will always be on the lookout&#44; but it won’t notice a foe coming from behind.
505,watchog,normal,none,504,259,When they see an enemy&#44; their tails stand high&#44; and they spit the seeds of berries stored in their cheek pouches.
506,lillipup,normal,none,0,260,Though it is a very brave Pokémon&#44; it’s also smart enough to check its foe’s strength and avoid battle.
507,herdier,normal,none,506,260,It has black&#44; cape-like fur that is very hard and decreases the amount of damage it receives.
508,stoutland,normal,none,507,260,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.
509,purrloin,dark,none,0,261,They steal from people for fun&#44; but their victims can’t help but forgive them. Their deceptively cute act is perfect.
510,liepard,dark,none,509,261,Stealthily&#44; it sneaks up on its target&#44; striking from behind before its victim has a chance to react.
511,pansage,grass,none,0,262,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.
512,simisage,grass,none,511,262,Ill tempered&#44; it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.
513,pansear,fire,none,0,263,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.
514,simisear,fire,none,513,263,When it gets excited&#44; embers rise from its head and tail and it gets hot. For some reason&#44; it loves sweets.
515,panpour,water,none,0,264,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
516,simipour,water,none,515,264,It prefers places with clean water. When its tuft runs low&#44; it replenishes it by siphoning up water with its tail.
517,munna,psychic,none,0,265,It eats the dreams of people and Pokémon. When it eats a pleasant dream&#44; it expels pink-colored mist.
518,musharna,psychic,none,517,265,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.
519,pidove,normal,flying,0,266,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.
520,tranquill,normal,flying,519,266,No matter where in the world it goes&#44; it knows where its nest is&#44; so it never gets separated from its Trainer.
521,unfezant,normal,flying,520,266,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.
522,blitzle,electric,none,0,267,Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.
523,zebstrika,electric,none,522,267,They have lightning-like movements. When Zebstrika run at full speed&#44; the sound of thunder reverberates.
524,roggenrola,rock,none,0,268,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.
525,boldore,rock,none,524,268,When it is healthy&#44; its core sticks out. Always facing the same way&#44; it swiftly moves front to back and left to right.
526,gigalith,rock,none,525,268,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527,woobat,psychic,flying,0,269,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.
528,swoobat,psychic,flying,527,269,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.
529,drilbur,ground,none,0,270,By spinning its body&#44; it can dig straight through the ground at a speed of 30 mph.
530,excadrill,ground,steel,529,270,More than 300 feet below the surface&#44; they build mazelike nests. Their activity can be destructive to subway tunnels.
531,audino,normal,none,0,271,It touches others with the feelers on its ears&#44; using the sound of their heartbeats to tell how they are feeling.
532,timburr,fighting,none,0,272,Always carrying squared logs&#44; they help out with construction. As they grow&#44; they carry bigger logs.
533,gurdurr,fighting,none,532,272,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,conkeldurr,fighting,none,533,272,Rather than rely on force&#44; they master moves that utilize the centrifugal force of spinning concrete.
535,tympole,water,none,0,273,By vibrating its cheeks&#44; it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk.
536,palpitoad,water,ground,535,273,It lives in the water and on land. It uses its long&#44; sticky tongue to immobilize its opponents.
537,seismitoad,water,ground,536,273,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
538,throh,fighting,none,0,274,When it encounters a foe bigger than itself&#44; it wants to throw it. It changes belts as it gets stronger.
539,sawk,fighting,none,0,275,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.
540,sewaddle,bug,grass,0,276,Since this Pokémon makes its own clothes out of leaves&#44; it is a popular mascot for fashion designers.
541,swadloon,bug,grass,540,276,It protects itself from the cold by wrapping up in leaves. It stays on the move&#44; eating leaves in forests.
542,leavanny,bug,grass,541,276,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.
543,venipede,bug,poison,0,277,Its bite injects a potent poison&#44; enough to paralyze large bird Pokémon that try to prey on it.
544,whirlipede,bug,poison,543,277,It is usually motionless&#44; but when attacked&#44; it rotates at high speed and then crashes into its opponent.
545,scolipede,bug,poison,544,277,With quick movements&#44; it chases down its foes&#44; attacking relentlessly with its horns until it prevails.
546,cottonee,grass,fairy,0,278,Perhaps because they feel more at ease in a group&#44; they stick to others they find. They end up looking like a cloud.
547,whimsicott,grass,fairy,546,278,Like the wind&#44; it can slip through any gap&#44; no matter how small. It leaves balls of white fluff behind.
548,petilil,grass,none,0,279,Since they prefer moist&#44; nutrient-rich soil&#44; the areas where Petilil live are known to be good for growing plants.
549,lilligant,grass,none,548,279,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
550,basculin-red-striped,water,none,0,280,Red and blue Basculin usually do not get along&#44; but sometimes members of one school mingle with the other’s school.
551,sandile,ground,dark,0,281,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
552,krokorok,ground,dark,551,281,The special membrane covering its eyes can sense the heat of objects&#44; so it can see its surroundings even in darkness.
553,krookodile,ground,dark,552,281,They never allow prey to escape. Their jaws are so powerful&#44; they can crush the body of an automobile.
554,darumaka,fire,none,0,282,When it sleeps&#44; it pulls its limbs into its body and its internal fire goes down to 1&#44;100 degrees Fahrenheit.
555,darmanitan-standard,fire,none,554,282,Its internal fire burns at 2&#44;500 degrees Fahrenheit&#44; making enough power that it can destroy a dump truck with one punch.
556,maractus,grass,none,0,283,Arid regions are their habitat. They move rhythmically&#44; making a sound similar to maracas.
557,dwebble,bug,rock,0,284,When it finds a stone of a suitable size&#44; it secretes a liquid from its mouth to open up a hole to crawl into.
558,crustle,bug,rock,557,284,Competing for territory&#44; Crustle fight viciously. The one whose boulder is broken is the loser of the battle.
559,scraggy,dark,fighting,0,285,Proud of its sturdy skull&#44; it suddenly headbutts everything&#44; but its weight makes it unstable&#44; too.
560,scrafty,dark,fighting,559,285,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.
561,sigilyph,psychic,flying,0,286,The guardians of an ancient city&#44; they always fly the same route while keeping watch for invaders.
562,yamask,ghost,none,0,287,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
563,cofagrigus,ghost,none,562,287,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.
564,tirtouga,water,rock,0,288,Restored from a fossil&#44; this Pokémon can dive to depths beyond half a mile.
565,carracosta,water,rock,564,288,It could knock out a foe with a slap from one of its developed front appendages and chew it up&#44; shell or bones and all.
566,archen,rock,flying,0,289,Said to be an ancestor of bird Pokémon&#44; they were unable to fly and moved about by hopping from one branch to another.
567,archeops,rock,flying,566,289,It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.
568,trubbish,poison,none,0,290,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.
569,garbodor,poison,none,568,290,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.
